Genus,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
Oncotshavirus,0.756 ,3.443 ,2.854 ,1.207 ,2.28E-01,3.83E-01,Viruses>Riboviria>Orthornavirae>Pisuviricota>Pisoniviricetes>Nidovirales>Tornidovirineae>Tobaniviridae>Piscanivirinae
Sulfurimonas,11705.775 ,3.432 ,0.568 ,6.042 ,1.52E-09,3.37E-08,Bacteria>Proteobacteria>delta/epsilon subdivisions>Epsilonproteobacteria>Campylobacterales>Thiovulaceae
Oceanispirochaeta,14.573 ,3.414 ,0.608 ,5.616 ,1.95E-08,3.57E-07,Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae
Desulfotalea,37.092 ,3.406 ,0.498 ,6.846 ,7.62E-12,2.45E-10,Bacteria>Proteobacteria>delta/epsilon subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae
Olleya,609.533 ,3.390 ,0.481 ,7.048 ,1.82E-12,6.83E-11,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Pseudoalteromonas,44597.370 ,3.364 ,0.438 ,7.678 ,1.62E-14,9.38E-13,Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae
Ancherythroculter,0.829 ,3.334 ,1.609 ,2.072 ,3.82E-02,1.01E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Xenocyprididae>Xenocypridinae
Dactylogyrus,0.808 ,3.329 ,1.910 ,1.743 ,8.14E-02,1.83E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Platyhelminthes>Monogenea>Monopisthocotylea>Dactylogyridea>Dactylogyridae
Niastella,47.321 ,3.315 ,0.402 ,8.248 ,1.61E-16,1.19E-14,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae
Nitrosarchaeum,11.665 ,3.295 ,1.024 ,3.219 ,1.29E-03,6.24E-03,Archaea>TACK group>Thaumarchaeota>Nitrosopumilales>Nitrosopumilaceae
Saprospira,38.488 ,3.284 ,0.427 ,7.699 ,1.37E-14,8.09E-13,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Saprospiria>Saprospirales>Saprospiraceae
Candidatus_Forterrea,2.601 ,3.280 ,1.287 ,2.549 ,1.08E-02,3.65E-02,Archaea>DPANN group>Candidatus Diapherotrites
Capra,94.472 ,3.278 ,0.498 ,6.586 ,4.51E-11,1.25E-09,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Artiodactyla>Ruminantia>Pecora>Bovidae>Caprinae
Ilyobacter,21.599 ,3.277 ,0.493 ,6.653 ,2.87E-11,8.38E-10,Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae
Lepomis,0.653 ,3.268 ,2.601 ,1.256 ,2.09E-01,3.59E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Eupercaria>Centrarchiformes>Centrarchoidei>Centrarchidae
Trithigmostoma,184.306 ,3.260 ,0.984 ,3.313 ,9.23E-04,4.73E-03,Eukaryota>Sar>Alveolata>Ciliophora>Intramacronucleata>Phyllopharyngea>Phyllopharyngia>Chlamydodontida>Chilodonellidae
Baltimorevirus,3.978 ,3.252 ,1.039 ,3.129 ,1.75E-03,8.04E-03,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Podoviridae
Schleiferilactobacillus,42.449 ,3.242 ,0.516 ,6.284 ,3.30E-10,8.22E-09,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae
Polystyrenella,17.400 ,3.241 ,0.608 ,5.334 ,9.59E-08,1.51E-06,Bacteria>PVC group>Planctomycetes>Planctomycetia>Planctomycetales>Planctomycetaceae
Ostrinia,88.930 ,3.231 ,0.414 ,7.804 ,5.99E-15,3.76E-13,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Lepidoptera>Glossata>Neolepidoptera>Heteroneura>Ditrysia>Obtectomera>Pyraloidea>Crambidae>Pyraustinae
Maribacter,1089.009 ,3.228 ,0.461 ,7.001 ,2.54E-12,8.88E-11,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Desulfonispora,0.633 ,3.219 ,2.048 ,1.572 ,1.16E-01,2.38E-01,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae
Gobiocypris,2.062 ,3.208 ,1.225 ,2.618 ,8.84E-03,3.10E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Gobionidae>Sarcocheilichthyinae
Syntrophothermus,2.607 ,3.208 ,0.733 ,4.377 ,1.20E-05,1.15E-04,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae
Diadumene,0.707 ,3.196 ,3.088 ,1.035 ,3.01E-01,4.63E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Nynantheae>Diadumenidae
Methanohalophilus,3.425 ,3.179 ,0.669 ,4.752 ,2.02E-06,2.38E-05,Archaea>Euryarchaeota>Stenosarchaea group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae
Calditerrivibrio,3.364 ,3.178 ,0.661 ,4.809 ,1.52E-06,1.84E-05,Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae
Elopichthys,0.856 ,3.149 ,1.728 ,1.823 ,6.84E-02,1.59E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Xenocyprididae>Xenocypridinae
Prasinovirus,1.532 ,3.145 ,0.949 ,3.314 ,9.21E-04,4.73E-03,Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Algavirales>Phycodnaviridae
Darwinula,2862.235 ,3.139 ,0.446 ,7.043 ,1.88E-12,6.89E-11,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Crustacea>Oligostraca>Ostracoda>Podocopa>Podocopida>Darwinulocopina>Darwinuloidea>Darwinulidae
Altibacter,103.144 ,3.126 ,0.443 ,7.057 ,1.70E-12,6.47E-11,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Coraliomargarita,25.878 ,3.125 ,0.549 ,5.689 ,1.28E-08,2.44E-07,Bacteria>PVC group>Verrucomicrobia>Opitutae>Puniceicoccales>Puniceicoccaceae
Arcticibacterium,88.036 ,3.116 ,0.413 ,7.548 ,4.43E-14,2.35E-12,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae
Wolinella,7.664 ,3.111 ,0.616 ,5.049 ,4.43E-07,6.12E-06,Bacteria>Proteobacteria>delta/epsilon subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae
Phimunavirus,1.425 ,3.108 ,1.187 ,2.618 ,8.85E-03,3.10E-02,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Autographiviridae>Corkvirinae
Mizuhopecten,49.028 ,3.103 ,0.435 ,7.136 ,9.60E-13,3.85E-11,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Mollusca>Bivalvia>Autobranchia>Pteriomorphia>Pectinida>Pectinoidea>Pectinidae
Cetia,4.976 ,3.091 ,0.618 ,4.997 ,5.82E-07,7.87E-06,Bacteria>Proteobacteria>delta/epsilon subdivisions>Epsilonproteobacteria>Nautiliales>Nautiliaceae
Salegentibacter,563.534 ,3.081 ,0.380 ,8.113 ,4.93E-16,3.57E-14,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Methanohalobium,1.363 ,3.080 ,0.810 ,3.800 ,1.45E-04,9.90E-04,Archaea>Euryarchaeota>Stenosarchaea group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae
Arenibacter,576.964 ,3.077 ,0.402 ,7.659 ,1.87E-14,1.07E-12,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Paucilactobacillus,222.492 ,3.077 ,0.432 ,7.124 ,1.05E-12,4.08E-11,Bacteria>Terrabacteria group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae
Sporocytophaga,1.538 ,3.069 ,1.351 ,2.272 ,2.31E-02,6.75E-02,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae
Polytoma,50.888 ,3.068 ,1.275 ,2.405 ,1.62E-02,5.04E-02,Eukaryota>Viridiplantae>Chlorophyta>core chlorophytes>Chlorophyceae>CS clade>Chlamydomonadales>Chlamydomonadaceae
Marivirga,102.450 ,3.063 ,0.400 ,7.653 ,1.96E-14,1.10E-12,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Cytophagia>Cytophagales>Marivirgaceae
Haliscomenobacter,176.628 ,3.048 ,0.423 ,7.214 ,5.45E-13,2.33E-11,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Saprospiria>Saprospirales>Haliscomenobacteraceae
Morbillivirus,0.669 ,3.046 ,1.501 ,2.030 ,4.24E-02,1.09E-01,Viruses>Riboviria>Orthornavirae>Negarnaviricota>Haploviricotina>Monjiviricetes>Mononegavirales>Paramyxoviridae>Orthoparamyxovirinae
Sarcocheilichthys,0.602 ,3.035 ,1.909 ,1.590 ,1.12E-01,2.32E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Gobionidae>Sarcocheilichthyinae
Desulfopila,70.933 ,3.031 ,0.417 ,7.270 ,3.60E-13,1.63E-11,Bacteria>Proteobacteria>delta/epsilon subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae
Pseudodesulfovibrio,226.806 ,3.031 ,0.443 ,6.847 ,7.56E-12,2.45E-10,Bacteria>Proteobacteria>delta/epsilon subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae
Winogradskyella,4520.871 ,3.020 ,0.416 ,7.264 ,3.76E-13,1.68E-11,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Koshicola,2.006 ,3.014 ,0.977 ,3.084 ,2.05E-03,9.20E-03,Eukaryota>Viridiplantae>Chlorophyta>core chlorophytes>Chlorophyceae>OCC clade>Chaetopeltidales>Chaetopeltidaceae
Tethinosoma,0.604 ,3.000 ,2.206 ,1.360 ,1.74E-01,3.16E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Diptera>Brachycera>Muscomorpha>Eremoneura>Cyclorrhapha>Schizophora>Acalyptratae>Carnoidea>Canacidae
Sinocyclocheilus,93.225 ,2.995 ,0.453 ,6.618 ,3.63E-11,1.02E-09,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Cyprinidae>Cyprininae
Methanosphaerula,143.666 ,2.993 ,0.806 ,3.716 ,2.03E-04,1.31E-03,Archaea>Euryarchaeota>Stenosarchaea group>Methanomicrobia>Methanomicrobiales>Methanoregulaceae
Anadara,0.748 ,2.992 ,1.517 ,1.972 ,4.86E-02,1.22E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Mollusca>Bivalvia>Autobranchia>Pteriomorphia>Arcoida>Arcoidea>Arcidae
Drulisvirus,4.103 ,2.990 ,0.963 ,3.104 ,1.91E-03,8.66E-03,Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Caudovirales>Autographiviridae>Slopekvirinae
Fabavirus,1.192 ,2.988 ,1.563 ,1.912 ,5.58E-02,1.36E-01,Viruses>Riboviria>Orthornavirae>Pisuviricota>Pisoniviricetes>Picornavirales>Secoviridae>Comovirinae
Funneliformis,0.641 ,2.985 ,1.813 ,1.646 ,9.98E-02,2.12E-01,Eukaryota>Opisthokonta>Fungi>Fungi incertae sedis>Mucoromycota>Glomeromycotina>Glomeromycetes>Glomerales>Glomeraceae
Parafurgasonia,2.294 ,2.963 ,1.876 ,1.580 ,1.14E-01,2.35E-01,Eukaryota>Sar>Alveolata>Ciliophora>Intramacronucleata>Nassophorea>Nassulida>Furgasoniidae
Nonlabens,1084.374 ,2.962 ,0.402 ,7.373 ,1.66E-13,8.04E-12,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Coleochaete,0.636 ,2.959 ,1.594 ,1.857 ,6.34E-02,1.50E-01,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Coleochaetophyceae>Coleochaetales>Coleochaetaceae
Dokdonia,477.022 ,2.952 ,0.496 ,5.952 ,2.65E-09,5.64E-08,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Antarcticibacterium,428.953 ,2.949 ,0.438 ,6.730 ,1.70E-11,5.17E-10,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Tenacibaculum,12185.812 ,2.935 ,0.471 ,6.236 ,4.49E-10,1.09E-08,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Agmina,0.501 ,2.934 ,2.419 ,1.213 ,2.25E-01,3.80E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Amphiesmenoptera>Trichoptera>Annulipalpia>Psychomyioidea>Ecnomidae
Neptunomonas,95.206 ,2.927 ,0.408 ,7.169 ,7.53E-13,3.12E-11,Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae
Rana,3.053 ,2.926 ,1.011 ,2.896 ,3.78E-03,1.51E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amphibia>Batrachia>Anura>Neobatrachia>Ranoidea>Ranidae
Hippea,1.801 ,2.923 ,0.823 ,3.551 ,3.84E-04,2.25E-03,Bacteria>Proteobacteria>delta/epsilon subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae
Pandora,4.941 ,2.912 ,1.277 ,2.280 ,2.26E-02,6.67E-02,Eukaryota>Opisthokonta>Fungi>Fungi incertae sedis>Zoopagomycota>Entomophthoromycotina>Entomophthoromycetes>Entomophthorales>Entomophthoraceae
Syntrophotalea,86.637 ,2.911 ,0.444 ,6.561 ,5.36E-11,1.45E-09,Bacteria>Proteobacteria>delta/epsilon subdivisions>Deltaproteobacteria>Desulfuromonadales>Syntrophotaleaceae
Gobio,0.487 ,2.903 ,2.946 ,0.985 ,3.24E-01,4.87E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Gobionidae>Gobioninae
Polysiphonia,1.546 ,2.901 ,0.809 ,3.587 ,3.34E-04,2.00E-03,Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae>Ceramiales>Rhodomelaceae>Polysiphonioideae
Deefgea,85.586 ,2.898 ,0.416 ,6.959 ,3.43E-12,1.18E-10,Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae
Thermodesulfovibrio,3.558 ,2.896 ,0.669 ,4.329 ,1.50E-05,1.41E-04,Bacteria>Nitrospirae>Thermodesulfovibrionia>Thermodesulfovibrionales>Thermodesulfovibrionaceae
Leiomenia,0.529 ,2.895 ,1.594 ,1.816 ,6.94E-02,1.61E-01,Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae>Gigartinales>Kallymeniaceae
Pectinatus,17.445 ,2.893 ,0.577 ,5.017 ,5.24E-07,7.16E-06,Bacteria>Terrabacteria group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae
Ovis,6157.946 ,2.887 ,0.478 ,6.041 ,1.53E-09,3.37E-08,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Artiodactyla>Ruminantia>Pecora>Bovidae>Caprinae
Metanophrys,2.243 ,2.882 ,1.823 ,1.581 ,1.14E-01,2.35E-01,Eukaryota>Sar>Alveolata>Ciliophora>Intramacronucleata>Oligohymenophorea>Scuticociliatia>Philasterida>Orchitophryidae
Heliorestis,7.490 ,2.873 ,0.548 ,5.242 ,1.59E-07,2.43E-06,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae
Rhodochaete,0.543 ,2.864 ,1.578 ,1.814 ,6.96E-02,1.61E-01,Eukaryota>Rhodophyta>Compsopogonophyceae>Rhodochaetales>Rhodochaetaceae
Myrabolia,0.464 ,2.844 ,2.231 ,1.274 ,2.03E-01,3.51E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Coleoptera>Polyphaga>Cucujiformia>Cucujoidea>Myraboliidae
Actinidia,1.531 ,2.839 ,0.853 ,3.327 ,8.77E-04,4.54E-03,Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliopsida>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>asterids>Ericales>Actinidiaceae
Petrocella,106.827 ,2.834 ,0.398 ,7.128 ,1.02E-12,3.98E-11,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Vallitaleaceae
Varicosavirus,0.636 ,2.832 ,2.868 ,0.988 ,3.23E-01,4.87E-01,Viruses>Riboviria>Orthornavirae>Negarnaviricota>Haploviricotina>Monjiviricetes>Mononegavirales>Rhabdoviridae
Oleispira,140.615 ,2.825 ,0.425 ,6.647 ,2.99E-11,8.59E-10,Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae
Methanotorris,0.920 ,2.823 ,1.149 ,2.457 ,1.40E-02,4.50E-02,Archaea>Euryarchaeota>Methanomada group>Methanococci>Methanococcales>Methanocaldococcaceae
Trachidermus,0.672 ,2.819 ,2.229 ,1.265 ,2.06E-01,3.56E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Eupercaria>Perciformes>Cottioidei>Cottales>Cottidae
Corbicula,1.516 ,2.813 ,1.190 ,2.363 ,1.81E-02,5.54E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Mollusca>Bivalvia>Autobranchia>Heteroconchia>Euheterodonta>Imparidentia>Venerida>Cyrenoidea>Corbiculidae
Hokovirus,0.554 ,2.803 ,1.519 ,1.846 ,6.49E-02,1.53E-01,Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Imitervirales>Mimiviridae>unclassified Mimiviridae>Klosneuvirinae
Microcystis,34.223 ,2.801 ,0.430 ,6.508 ,7.60E-11,2.00E-09,Bacteria>Terrabacteria group>Cyanobacteria/Melainabacteria group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae
Desulfarculus,36.124 ,2.795 ,0.479 ,5.833 ,5.45E-09,1.09E-07,Bacteria>Proteobacteria>delta/epsilon subdivisions>Deltaproteobacteria>Desulfarculales>Desulfarculaceae
Abbottina,0.442 ,2.784 ,2.681 ,1.038 ,2.99E-01,4.62E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Otomorpha>Ostariophysi>Otophysi>Cypriniphysae>Cypriniformes>Cyprinoidei>Gobionidae>Gobioninae
Zunongwangia,194.540 ,2.783 ,0.475 ,5.855 ,4.78E-09,9.68E-08,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Budorcas,0.819 ,2.782 ,1.222 ,2.277 ,2.28E-02,6.70E-02,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Sarcopterygii>Dipnotetrapodomorpha>Tetrapoda>Amniota>Mammalia>Theria>Eutheria>Boreoeutheria>Laurasiatheria>Artiodactyla>Ruminantia>Pecora>Bovidae>Caprinae
Pseudanabaena,20.598 ,2.776 ,0.413 ,6.713 ,1.91E-11,5.74E-10,Bacteria>Terrabacteria group>Cyanobacteria/Melainabacteria group>Cyanobacteria>Synechococcales>Pseudanabaenaceae
Caloramator,12.992 ,2.761 ,0.475 ,5.809 ,6.30E-09,1.25E-07,Bacteria>Terrabacteria group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae
Crassostrea,567.304 ,2.759 ,0.429 ,6.434 ,1.24E-10,3.20E-09,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Mollusca>Bivalvia>Autobranchia>Pteriomorphia>Ostreida>Ostreoidea>Ostreidae
Psychroserpens,151.456 ,2.756 ,0.502 ,5.490 ,4.02E-08,6.82E-07,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae
Heterololigo,0.529 ,2.754 ,2.443 ,1.127 ,2.60E-01,4.18E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Spiralia>Lophotrochozoa>Mollusca>Cephalopoda>Coleoidea>Decapodiformes>Teuthida>Myopsina>Loliginidae
Candidatus_Stammera,7.196 ,2.745 ,0.559 ,4.911 ,9.04E-07,1.17E-05,"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacteriaceae incertae sedis>ant, tsetse, mealybug, aphid, etc. endosymbionts"
Methanofollis,0.534 ,2.741 ,1.792 ,1.529 ,1.26E-01,2.53E-01,Archaea>Euryarchaeota>Stenosarchaea group>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae
Rufibacter,83.312 ,2.736 ,0.339 ,8.079 ,6.53E-16,4.55E-14,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae
Runella,312.989 ,2.728 ,0.411 ,6.632 ,3.32E-11,9.48E-10,Bacteria>FCB group>Bacteroidetes/Chlorobi group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae
Rickettsiella,85.829 ,2.721 ,0.452 ,6.022 ,1.72E-09,3.77E-08,Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae
Lestremia,0.416 ,2.716 ,2.693 ,1.008 ,3.13E-01,4.75E-01,Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Endopterygota>Diptera>Nematocera>Bibionomorpha>Sciaroidea>Cecidomyiidae>Lestremiinae
Caldisericum,1.963 ,2.715 ,0.786 ,3.453 ,5.55E-04,3.06E-03,Bacteria>Caldiserica/Cryosericota group>Caldiserica>Caldisericia>Caldisericales>Caldisericaceae
Caldimicrobium,1.243 ,2.713 ,0.864 ,3.139 ,1.70E-03,7.82E-03,Bacteria>Thermodesulfobacteria>Thermodesulfobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae
